title_id,title_name,genre,release_year,age_rating,popularity_score,description
589,Thriller Tales 589,Thriller,2014,G,0.187,"An engaging thriller story that captivates audiences. Released in 2014, this title has received critical acclaim."
590,Romance Secrets 590,Romance,1995,PG-13,0.227,"An engaging romance story that captivates audiences. Released in 1995, this title has received critical acclaim."
591,Romance Legacy 591,Romance,2018,NC-17,0.269,"An engaging romance story that captivates audiences. Released in 2018, this title has received critical acclaim."
592,Fantasy Legacy 592,Fantasy,2023,R,0.394,"An engaging fantasy story that captivates audiences. Released in 2023, this title has received critical acclaim."
593,Fantasy Tales 593,Fantasy,2017,R,0.353,"An engaging fantasy story that captivates audiences. Released in 2017, this title has received critical acclaim."
594,Sci-Fi Quest 594,Sci-Fi,1998,PG-13,0.618,"An engaging sci-fi story that captivates audiences. Released in 1998, this title has received critical acclaim."
595,Comedy Secrets 595,Comedy,2023,R,0.542,"An engaging comedy story that captivates audiences. Released in 2023, this title has received critical acclaim."
596,Romance Secrets 596,Romance,2019,PG-13,0.2,"An engaging romance story that captivates audiences. Released in 2019, this title has received critical acclaim."
597,Romance Tales 597,Romance,2000,NC-17,0.651,"An engaging romance story that captivates audiences. Released in 2000, this title has received critical acclaim."
598,Drama Chronicles 598,Drama,1997,G,0.254,"An engaging drama story that captivates audiences. Released in 1997, this title has received critical acclaim."
599,Horror Journey 599,Horror,2006,R,0.569,"An engaging horror story that captivates audiences. Released in 2006, this title has received critical acclaim."
600,Mystery Quest 600,Mystery,2016,PG-13,0.189,"An engaging mystery story that captivates audiences. Released in 2016, this title has received critical acclaim."
601,Horror Quest 601,Horror,2000,PG,0.333,"An engaging horror story that captivates audiences. Released in 2000, this title has received critical acclaim."
602,Mystery Journey 602,Mystery,2016,PG-13,0.563,"An engaging mystery story that captivates audiences. Released in 2016, this title has received critical acclaim."
603,Comedy Chronicles 603,Comedy,2021,PG-13,0.109,"An engaging comedy story that captivates audiences. Released in 2021, this title has received critical acclaim."
604,Crime Legacy 604,Crime,1996,PG-13,0.419,"An engaging crime story that captivates audiences. Released in 1996, this title has received critical acclaim."
605,Mystery Quest 605,Mystery,2019,PG-13,0.482,"An engaging mystery story that captivates audiences. Released in 2019, this title has received critical acclaim."
606,Documentary Legacy 606,Documentary,2000,PG-13,0.489,"An engaging documentary story that captivates audiences. Released in 2000, this title has received critical acclaim."
607,Documentary Journey 607,Documentary,2003,R,0.517,"An engaging documentary story that captivates audiences. Released in 2003, this title has received critical acclaim."
608,Action Tales 608,Action,2022,PG,0.563,"An engaging action story that captivates audiences. Released in 2022, this title has received critical acclaim."
609,Horror Secrets 609,Horror,2016,NC-17,0.496,"An engaging horror story that captivates audiences. Released in 2016, this title has received critical acclaim."
610,Mystery Chronicles 610,Mystery,1992,PG-13,0.695,"An engaging mystery story that captivates audiences. Released in 1992, this title has received critical acclaim."
611,Animation Tales 611,Animation,2020,PG-13,0.327,"An engaging animation story that captivates audiences. Released in 2020, this title has received critical acclaim."
612,Animation Tales 612,Animation,2005,PG-13,0.641,"An engaging animation story that captivates audiences. Released in 2005, this title has received critical acclaim."
613,Mystery Secrets 613,Mystery,2012,R,0.657,"An engaging mystery story that captivates audiences. Released in 2012, this title has received critical acclaim."
614,Thriller Journey 614,Thriller,2009,PG-13,0.57,"An engaging thriller story that captivates audiences. Released in 2009, this title has received critical acclaim."
615,Thriller Journey 615,Thriller,1998,R,0.427,"An engaging thriller story that captivates audiences. Released in 1998, this title has received critical acclaim."
616,Crime Chronicles 616,Crime,2020,R,0.161,"An engaging crime story that captivates audiences. Released in 2020, this title has received critical acclaim."
617,Action Journey 617,Action,1990,PG,0.343,"An engaging action story that captivates audiences. Released in 1990, this title has received critical acclaim."
618,Sci-Fi Quest 618,Sci-Fi,2008,G,0.301,"An engaging sci-fi story that captivates audiences. Released in 2008, this title has received critical acclaim."
619,Mystery Quest 619,Mystery,2022,G,0.298,"An engaging mystery story that captivates audiences. Released in 2022, this title has received critical acclaim."
620,Drama Legacy 620,Drama,1998,PG-13,0.174,"An engaging drama story that captivates audiences. Released in 1998, this title has received critical acclaim."
621,Horror Chronicles 621,Horror,2012,R,0.693,"An engaging horror story that captivates audiences. Released in 2012, this title has received critical acclaim."
622,Thriller Journey 622,Thriller,1998,R,0.692,"An engaging thriller story that captivates audiences. Released in 1998, this title has received critical acclaim."
623,Animation Chronicles 623,Animation,1995,PG-13,0.453,"An engaging animation story that captivates audiences. Released in 1995, this title has received critical acclaim."
624,Animation Chronicles 624,Animation,2015,PG-13,0.257,"An engaging animation story that captivates audiences. Released in 2015, this title has received critical acclaim."
625,Drama Legacy 625,Drama,1990,R,0.116,"An engaging drama story that captivates audiences. Released in 1990, this title has received critical acclaim."
626,Mystery Journey 626,Mystery,2007,PG,0.24,"An engaging mystery story that captivates audiences. Released in 2007, this title has received critical acclaim."
627,Mystery Tales 627,Mystery,2014,G,0.688,"An engaging mystery story that captivates audiences. Released in 2014, this title has received critical acclaim."
628,Crime Quest 628,Crime,2002,R,0.22,"An engaging crime story that captivates audiences. Released in 2002, this title has received critical acclaim."
629,Horror Tales 629,Horror,2020,G,0.181,"An engaging horror story that captivates audiences. Released in 2020, this title has received critical acclaim."
630,Crime Quest 630,Crime,1990,R,0.136,"An engaging crime story that captivates audiences. Released in 1990, this title has received critical acclaim."
631,Drama Legacy 631,Drama,1992,NC-17,0.458,"An engaging drama story that captivates audiences. Released in 1992, this title has received critical acclaim."
632,Action Quest 632,Action,1993,PG-13,0.326,"An engaging action story that captivates audiences. Released in 1993, this title has received critical acclaim."
633,Mystery Secrets 633,Mystery,2016,R,0.337,"An engaging mystery story that captivates audiences. Released in 2016, this title has received critical acclaim."
634,Action Legacy 634,Action,2008,R,0.562,"An engaging action story that captivates audiences. Released in 2008, this title has received critical acclaim."
635,Action Secrets 635,Action,2009,PG-13,0.168,"An engaging action story that captivates audiences. Released in 2009, this title has received critical acclaim."
636,Sci-Fi Legacy 636,Sci-Fi,2010,PG,0.24,"An engaging sci-fi story that captivates audiences. Released in 2010, this title has received critical acclaim."
637,Thriller Tales 637,Thriller,1994,PG-13,0.397,"An engaging thriller story that captivates audiences. Released in 1994, this title has received critical acclaim."
638,Drama Legacy 638,Drama,2023,PG-13,0.561,"An engaging drama story that captivates audiences. Released in 2023, this title has received critical acclaim."
639,Action Tales 639,Action,2015,PG-13,0.133,"An engaging action story that captivates audiences. Released in 2015, this title has received critical acclaim."
640,Documentary Secrets 640,Documentary,2021,R,0.349,"An engaging documentary story that captivates audiences. Released in 2021, this title has received critical acclaim."
641,Romance Legacy 641,Romance,2005,PG-13,0.381,"An engaging romance story that captivates audiences. Released in 2005, this title has received critical acclaim."
642,Thriller Chronicles 642,Thriller,2011,PG,0.213,"An engaging thriller story that captivates audiences. Released in 2011, this title has received critical acclaim."
643,Romance Quest 643,Romance,2018,PG-13,0.503,"An engaging romance story that captivates audiences. Released in 2018, this title has received critical acclaim."
644,Animation Quest 644,Animation,2002,PG-13,0.512,"An engaging animation story that captivates audiences. Released in 2002, this title has received critical acclaim."
645,Fantasy Tales 645,Fantasy,2013,R,0.515,"An engaging fantasy story that captivates audiences. Released in 2013, this title has received critical acclaim."
646,Thriller Quest 646,Thriller,2008,PG,0.675,"An engaging thriller story that captivates audiences. Released in 2008, this title has received critical acclaim."
647,Animation Secrets 647,Animation,1999,PG-13,0.636,"An engaging animation story that captivates audiences. Released in 1999, this title has received critical acclaim."
648,Sci-Fi Chronicles 648,Sci-Fi,1999,NC-17,0.345,"An engaging sci-fi story that captivates audiences. Released in 1999, this title has received critical acclaim."
